Incidence,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
0,-0.0479,0.0256,0.902,0.778,-3.21,-1.34,-1.3,NA,-1.92,0.578,-1.17,-0.0297,0.0393,-1.11,-1.9,0.462
0,-0.0227,0.102,0.577,0.504,0.267,-0.413,-0.392,-0.607,0.216,-0.25,1.97,0.0968,0.0148,-0.399,0.195,-0.443
0,0.0029,0.107,0.369,0.33,0.488,-0.315,-0.303,NA,-0.369,0.0837,-0.219,-0.0466,-0.374,NA,0.903,-0.246
0,0.0177,-0.279,0.617,0.541,-3.09,-0.814,-0.791,-1.84,-1.75,1.36,-1.32,0.0657,0.323,-1.9,-4.06,4.69
0,-0.157,0.137,0.138,0.13,0.371,-0.306,-0.672,-0.437,1.37,-1.2,1.29,0.766,-0.895,-0.149,0.08,0.0619
0,-0.152,0.0673,0.453,0.424,0.408,-0.355,-0.418,-0.251,-0.553,0.349,-0.108,-0.124,-0.48,-0.335,-0.019,-0.174
0,0.049,0.0171,0.959,0.818,-1.01,-1.11,-1.07,-0.736,-1.3,0.65,-0.74,0.229,-0.365,-0.879,NA,0.419
0,0.0964,0.215,0.198,0.172,1.02,-0.445,-0.424,-0.29,-0.568,-0.915,-0.828,0.384,-0.505,-0.277,NA,-0.0652
0,-0.00562,-0.104,0.847,0.729,-1.49,-0.983,-0.945,-0.055,-1.41,1.62,-1.29,0.0897,-0.234,-0.348,-1.52,-0.19
0,0.102,0.222,0.327,0.288,0.633,-0.693,-0.778,NA,1.17,-0.87,1.88,0.17,-0.355,0.927,0.846,-0.916
0,0.079,0.0686,-0.0301,-0.0031,0.407,0.179,0.143,-0.973,-0.699,0.0802,-0.201,-0.802,-0.132,-0.951,-0.131,0.505
0,-0.0192,-0.172,0.022,-0.0495,NA,-0.363,-0.292,-0.0094,-1.37,1.53,-1.04,-0.817,0.843,-0.251,-1.4,-2.33
0,0.0048,0.0853,-0.248,-0.211,NA,0.573,0.312,0.16,0.156,-0.629,0.386,0.885,-0.79,NA,1.2,-0.607
0,-0.0426,0.0801,0.0653,0.0647,0.131,0.00917,0.0432,1.55,0.863,-0.392,0.976,1.07,-0.247,1.56,1.54,-0.37
0,0.153,0.212,0.566,0.494,0.253,-1.01,-1.05,0.501,0.0597,-0.2,0.402,-0.0845,-0.239,NA,-0.606,0.0425
0,-0.137,-1.1,0.174,0.144,NA,-0.246,-0.186,NA,-1.57,2.95,-1.21,-0.388,0.221,0.654,NA,-0.0886
0,0.0143,0.169,0.386,0.343,0.569,-0.717,-0.725,NA,0.238,-0.37,0.671,0.187,-0.771,-0.215,NA,0.24
0,-0.0621,-0.504,0.135,0.112,-2.87,0.0194,0.0454,-0.403,-1.74,3.96,-1.08,0.277,0.256,-0.6,-1.05,-0.237
0,0.0683,0.2,0.556,0.494,NA,-0.707,-0.68,1.36,0.166,-0.644,-0.0206,0.0122,-0.45,1.68,NA,NA
0,-0.00341,0.143,-0.23,-0.186,0.266,0.148,0.159,0.0513,0.264,-0.965,0.591,0.199,-0.0508,0.365,0.517,-0.288
0,0.215,-0.107,-0.51,-0.408,-0.183,0.49,0.365,-0.089,-1.33,0.282,-0.888,1.62,-1.04,-0.232,-0.809,-0.0727
0,0.134,-0.0178,-0.692,-0.592,0.48,1.5,1.45,-0.0772,-0.0237,-0.78,-1.23,-0.511,0.932,-0.179,0.202,0.391
0,-0.243,-0.0622,0.0914,0.0728,NA,0.556,0.608,-0.31,1.26,-0.587,1.83,-1.53,0.816,0.139,-0.279,0.571
0,0.0907,0.178,0.206,0.177,0.562,0.309,0.29,0.574,-0.0219,0.351,0.19,0.285,-0.549,0.603,0.737,-0.307
0,-0.12,-0.249,-0.545,-0.436,-0.157,1.22,1.15,0.109,0.124,0.475,-0.113,0.878,-0.572,NA,NA,-0.91
0,0.0831,0.122,0.272,0.213,0.797,-0.462,-0.397,-0.0497,0.0687,0.286,-0.374,0.131,-0.602,-0.127,0.801,-0.0805
0,-0.0236,-0.127,-0.472,-0.391,0.00818,1.1,1.04,NA,-0.861,2.33,-0.907,0.889,0.148,1.49,NA,0.42
0,-0.0151,0.0473,0.252,0.211,0.729,-0.284,-0.244,NA,-0.16,-0.239,-1.12,-0.0139,-0.205,0.00858,0.394,0.431
0,0.0247,0.167,0.244,0.216,0.628,-0.543,-0.502,-0.0307,1.25,-0.157,1.94,-0.0507,-0.689,0.213,NA,NA
0,-0.259,0.0745,-0.902,-0.884,0.364,1.31,1.53,-0.537,1.9,-0.855,1.44,0.506,1.15,-0.152,0.848,0.0748
0,0.154,0.0444,-0.55,-0.468,0.376,1.51,1.47,0.764,0.0313,0.0301,-0.663,-0.78,0.0943,0.651,NA,-0.288
0,0.0158,0.0997,-0.317,-0.269,0.793,0.612,0.632,-0.155,-0.168,-0.686,-0.591,-0.214,-0.518,-0.248,0.663,-0.303
0,0.0301,0.0221,0.0398,0.0861,NA,0.444,0.322,-0.608,-0.717,1.59,-0.0131,0.319,-0.801,-0.669,-0.531,0.766
0,0.116,0.116,-0.879,-0.754,NA,1.14,1.16,-0.0573,-0.17,-0.254,-0.349,-0.691,-0.479,0.0957,NA,-0.385
0,0.178,0.213,0.297,0.261,NA,-0.693,-0.69,-0.198,-0.00591,-0.729,0.318,0.207,-0.441,-0.171,1.15,-0.207
0,0.13,0.0865,-0.319,-0.26,0.56,0.318,0.334,NA,0.865,-0.448,0.845,0.696,-0.729,-0.417,-0.17,NA
0,0.0433,0.144,0.23,0.213,0.612,0.374,0.326,NA,-0.0616,-0.287,-0.294,-0.515,0.0267,0.807,0.44,-0.0051
0,0.183,0.0697,0.0725,0.0672,0.182,-0.0441,-0.036,0.834,-0.353,0.657,-1.2,-0.189,-0.228,0.563,NA,-0.0225
0,0.128,0.191,0.345,0.297,1.13,-0.615,-0.557,-0.0971,0.00317,1.37,-0.995,-0.069,-0.506,-0.136,0.751,NA
0,-0.17,0.0841,0.312,0.282,0.665,-0.4,-0.63,1.62,1.19,-0.865,-0.208,-0.323,-0.24,1.79,1.46,-0.681
0,-0.128,-0.113,-0.489,-0.434,-0.192,0.398,0.51,-0.499,-0.911,0.438,-0.192,-0.762,0.503,NA,-0.942,NA
0,-0.139,-2.13,0.689,0.582,-3.64,-0.977,-0.944,0.307,-2.02,1.88,-1.27,-0.762,1.07,NA,NA,-1.72
0,-0.405,-0.0215,-0.338,-0.301,0.364,-0.127,-0.124,-0.401,2.71,-1.27,1.56,0.426,1.21,-0.00547,0.431,-0.329
0,0.234,0.133,-0.0123,0.00454,0.104,0.632,0.624,1.43,0.696,1.57,-0.737,-0.302,-0.0548,1.07,0.56,-0.135
0,-0.12,-0.00931,0.212,0.205,NA,0.0545,0.0566,0.549,0.643,0.0773,0.685,-0.0854,0.836,0.466,0.00744,0.000657
0,-0.242,-0.911,0.335,0.286,-3.54,-0.511,-0.458,-1.74,-1.93,2.5,-1.31,-0.329,0.455,-1.8,-1.24,-0.301
0,0.0525,0.174,0.208,0.177,0.599,-0.0794,-0.0506,NA,-0.223,-1.13,-0.534,-0.283,-0.533,NA,0.435,-0.033
0,0.161,0.138,-0.0871,-0.0647,0.0985,1.22,1.09,NA,-0.422,0.337,-0.851,0.831,-0.0212,-0.445,-0.773,0.259
0,-0.324,-0.35,-0.114,-0.0831,-0.541,0.336,0.317,-0.00491,-0.945,-0.0839,-1.14,0.269,0.523,NA,NA,NA
0,-0.0498,-0.353,0.11,0.107,-1.75,-0.056,-0.0546,0.269,-0.883,1.07,-1.29,-0.31,-0.145,-0.0389,-0.884,-0.21
0,-0.482,-0.303,0.381,0.408,NA,0.00539,-0.695,-1.47,-1.34,-0.844,1.1,3.95,1.77,-1.48,-4.5,1.25
0,0.136,0.197,0.172,0.148,0.181,-0.514,-0.476,3.67,-0.456,1.24,-0.932,0.277,-0.562,3.01,0.996,0.0293
0,0.0272,0.198,0.155,0.132,0.314,-0.039,-0.185,NA,1.53,-1.06,1.66,-1.07,-0.244,1.23,0.744,-0.351
0,0.152,0.231,1.16,0.994,0.97,-1.94,-1.9,-0.522,-0.00931,-0.689,-0.00414,-0.0385,-0.674,-0.367,NA,0.0965
0,-0.153,0.127,-0.211,-0.188,0.305,-0.233,-0.251,0.497,1.66,-1.82,0.437,-1.48,0.285,1.16,1.1,-0.459
0,0.124,0.251,-0.0402,-0.0398,0.644,-0.375,-0.243,NA,0.61,-0.266,0.853,0.0678,-0.679,-0.54,-0.343,0.394
0,0.212,-0.471,0.166,0.145,-3.31,-0.342,-0.312,-1.88,-1.83,3.03,-1.28,0.439,-0.273,-1.93,-3.75,7.99
0,0.101,0.233,0.161,0.143,0.793,-0.842,-0.897,0.617,0.559,-1.12,0.0796,-0.0892,-0.776,0.61,0.649,-0.658
0,-0.897,-0.552,-0.891,-0.737,0.186,1.58,1.52,-0.721,0.556,-0.573,0.613,-0.781,2.6,-0.689,0.299,0.262
0,-0.163,0.018,-0.282,-0.224,0.547,0.535,0.536,NA,-0.431,-0.714,-0.63,-0.309,-0.0395,-0.766,NA,NA
0,0.0572,0.146,0.507,0.44,0.615,-0.736,-0.771,-0.238,0.0167,-0.969,-0.345,-0.0844,-0.542,NA,0.373,0.139
0,-0.00278,0.00167,-0.346,-0.326,-0.74,0.909,0.984,-1.02,-1.22,0.672,-0.798,0.0935,0.528,-1.12,-1.66,NA
0,0.0907,0.15,0.891,0.775,NA,-1.34,-1.36,-0.223,0.114,-0.511,-0.511,-0.0177,-0.131,-0.233,0.306,0.499
0,0.119,0.22,-0.0971,-0.0866,0.686,-0.227,-0.188,NA,0.433,-0.379,-0.068,0.00572,-0.308,0.291,NA,NA
0,0.136,0.219,-0.16,-0.127,NA,0.281,-0.0354,-0.875,-0.375,0.0281,-0.131,-0.0531,-0.675,-0.946,0.276,0.0832
0,0.136,0.189,0.383,0.334,NA,-0.878,-0.879,0.643,-0.709,-0.24,-0.653,-0.129,-0.102,0.526,0.386,NA
0,0.0531,0.187,-0.499,-0.445,NA,-0.0356,0.00725,0.634,0.59,0.184,0.911,-0.278,-0.288,0.621,1.32,-0.262
0,0.234,0.0588,0.12,0.135,-1.13,0.0672,0.0569,0.595,-1.58,0.76,-0.858,0.347,0.276,0.278,-0.0843,-0.881
0,0.157,0.169,-0.231,-0.187,0.682,0.662,0.548,NA,0.024,-0.552,-0.201,-0.025,-0.17,NA,-0.0182,NA
0,-0.141,0.163,0.0215,0.031,NA,0.268,0.0621,0.545,-0.297,-0.276,0.0104,0.14,0.00118,0.495,0.0176,-0.076
0,-0.0836,0.0407,0.431,0.377,0.161,-0.744,-0.666,1.21,-1.47,0.742,0.231,0.859,-0.625,NA,NA,-0.236
0,-0.0729,-0.0905,0.304,0.287,-0.351,-0.21,-0.135,2.43,-0.321,-0.118,0.686,-0.438,0.937,2.09,0.356,-0.951
0,-0.122,-0.0478,0.106,0.105,-0.45,0.415,0.358,1.43,-0.582,0.822,-0.482,0.902,0.962,1.28,0.00273,-0.292
0,0.15,0.277,0.494,0.428,0.742,-1.12,-1.06,-0.195,-0.027,-0.739,0.264,-0.196,-0.809,-0.0812,0.213,-0.272
0,0.142,0.128,0.371,0.333,NA,-0.255,-0.293,2.52,-0.357,1.16,-1.1,-0.533,-0.274,2.02,1.21,0.00171
0,0.134,0.105,0.0725,0.082,NA,-0.167,-0.19,1.86,-0.0369,-0.306,-0.805,-0.251,-0.454,1.53,0.297,-0.257
0,-0.0404,0.0961,-0.134,-0.108,-0.0584,0.609,0.439,1.52,0.89,-1.22,0.457,0.443,0.786,1.48,0.638,-0.909
0,-0.0325,0.141,0.253,0.245,0.349,-0.0525,-0.0886,0.0625,0.0982,-0.543,0.703,0.0622,0.374,0.268,-0.132,-0.0184
0,0.124,0.202,0.629,0.543,0.528,-1.54,-1.47,NA,0.0211,-0.315,-0.237,-0.0526,-0.618,-0.721,-0.824,0.7
0,0.191,0.254,0.514,0.445,0.846,-0.899,-0.847,0.72,-0.382,0.615,-0.57,0.315,-0.804,0.618,0.581,-0.27
0,0.0986,0.0561,-0.182,-0.159,-0.0665,0.694,0.827,NA,0.338,-0.0356,2.78,-0.355,0.115,-0.949,-0.793,-1.18
0,0.0509,0.23,-0.14,-0.132,0.52,-0.114,-0.0881,0.791,1.56,-1.23,0.365,-0.378,-0.0469,0.833,1.22,-0.642
0,0.0187,0.113,0.794,0.684,NA,-0.836,-0.807,-0.166,-0.128,1.21,-0.749,-0.31,-0.553,-0.332,-0.664,-0.074
0,-0.00247,0.214,0.0855,0.0845,0.633,-0.401,-0.489,0.345,-0.165,-0.543,0.377,-0.29,-0.33,0.494,0.266,NA
0,0.00795,0.000195,0.151,0.136,-1.33,0.308,0.364,NA,-1.72,1.54,-0.91,0.543,-0.795,NA,-2.5,2.77
0,0.104,0.238,0.334,0.246,-0.653,-0.0743,-0.278,-1.59,-0.157,1.32,2.6,-0.0865,1.53,-1.65,-2.24,-0.0204
0,0.0212,0.0257,-0.43,-0.361,0.567,0.675,0.68,NA,1.12,0.339,0.695,-0.176,0.298,0.776,1.59,-0.558
0,-0.0549,0.144,0.375,0.355,0.356,-0.385,-0.491,0.828,0.564,-0.326,0.283,-0.0827,-0.494,1.18,0.684,-0.258
0,-0.0258,0.174,0.313,0.228,0.513,0.276,0.253,NA,0.116,0.00518,0.657,-0.712,-0.144,0.663,0.452,-0.455
0,0.167,0.168,0.706,0.609,0.339,-1.54,-1.48,2.41,-0.15,-0.103,-1.2,0.434,-0.628,1.85,1.09,NA
0,-0.00152,0.124,0.26,0.24,0.488,-0.412,-0.394,2.73,-0.135,0.243,-0.492,0.137,-0.569,2.23,NA,-0.48
0,-0.0536,0.0784,0.479,0.406,0.0441,-0.928,-0.978,NA,0.453,-0.651,1.44,0.91,-0.0774,-0.293,-0.252,NA
0,-0.164,0.0636,-0.492,-0.461,-1.12,0.662,0.754,-1.92,-0.128,0.527,0.41,0.451,0.464,-1.97,NA,-1.88
0,0.0882,0.21,0.593,0.514,0.595,-0.776,-0.792,0.543,0.456,-0.926,0.7,0.306,-0.831,0.748,NA,-0.705
0,-0.0934,0.101,0.359,0.329,NA,0.0295,0.0131,NA,0.018,0.0211,0.305,-0.328,0.32,NA,NA,-0.129
0,-0.0704,-0.548,-0.105,-0.0948,-1.32,1.34,0.775,-1.75,-0.424,-1.43,1.29,1.21,3.09,-1.78,-1.06,-0.0684
0,-0.0498,-0.0926,-1.7,-1.47,0.103,2.58,2.58,-1.36,-0.396,-0.0487,-0.208,1.64,0.00367,-1.37,-1.23,0.175
0,0.0386,0.14,0.296,0.283,0.422,0.268,0.193,1.06,0.471,-0.473,0.188,0.164,-0.66,1.09,1.01,-0.279
0,-0.00815,0.179,0.126,0.109,0.145,-0.564,-0.461,1.96,0.5,-0.948,0.724,-0.02,-0.302,2.05,NA,-0.261
0,-0.261,-0.125,-0.141,-0.116,-0.246,0.391,0.414,-0.304,-0.0504,0.498,-0.832,-0.0802,0.599,NA,-0.443,1
0,0.0765,-0.617,-0.285,-0.267,-1.69,0.336,0.375,-0.485,-1.35,0.268,-1.25,0.502,0.0866,-0.68,-1.5,0.254
0,0.194,0.235,0.111,0.0968,1.05,-0.0209,-0.0162,1.31,-0.385,-0.402,-0.983,0.329,-0.556,1.02,0.982,-0.0796
0,-0.15,-0.991,0.253,0.207,-2.4,-0.409,-0.367,-1.41,-1.65,0.892,-1.32,0.582,0.436,-1.52,NA,NA
0,0.0282,0.117,0.335,0.313,0.413,-0.158,-0.207,0.813,1.58,-0.0194,1.24,0.638,-1.04,1.13,1.01,-0.215
0,-0.247,-0.369,-1.25,-1.4,-0.765,-0.0574,0.505,-1.63,-0.0808,-0.477,2.9,2.65,12.5,NA,-1.86,-1.16
0,0.0443,-0.168,0.203,0.175,-0.225,-0.126,-0.132,NA,-0.143,0.284,-0.817,-0.54,0.489,-1.08,-1.06,NA
0,0.357,0.155,0.638,0.546,-0.0479,-1.1,-1.04,-0.0716,-1.61,-0.274,-1.03,0.173,-0.777,-0.243,0.16,-0.842
0,0.0642,0.0205,-0.0865,-0.0479,0.0774,0.62,0.533,-0.349,-0.317,1.19,0.995,-0.189,-0.513,NA,-0.366,-0.296
0,0.0979,0.196,0.235,0.205,0.377,-0.372,-0.351,0.0644,1.48,-1.2,1.69,0.528,-0.264,0.324,0.789,-0.972
0,0.0392,-0.247,0.666,0.567,-2.28,-0.744,-0.699,-1.84,-1.75,1.05,-1.13,0.354,0.0768,-1.9,-2.71,3.68
0,0.0465,-0.49,0.209,0.179,-3.1,-0.704,-0.657,NA,-1.94,0.126,-1.21,-0.259,0.609,-1.09,-1.97,1.5
0,0.0357,0.184,0.325,0.291,0.708,-0.372,-0.323,NA,-0.0629,-0.592,-0.632,0.397,-0.543,-0.0141,0.426,0.233
0,-0.151,-0.183,0.31,0.273,NA,-0.32,-0.345,NA,-1.48,1.08,-1.08,1.6,-0.959,0.725,0.299,-0.0381
0,0.0604,0.211,0.255,0.212,0.391,-0.798,-0.682,-0.069,2.09,-1.17,0.809,-0.37,-0.48,0.219,NA,-0.0776
0,-0.00215,0.0999,-1.14,-0.999,0.6,1.96,1.94,-0.582,-0.159,-0.485,-0.157,-0.0746,-0.0162,-0.468,0.338,0.538
0,0.00132,-0.348,0.625,0.548,-2.78,-1.36,-1.33,-1.27,-1.85,1.41,-1.05,0.393,-0.85,NA,-0.205,-0.848
0,0.0866,-0.131,-0.0924,-0.0637,NA,0.265,0.336,0.597,-0.611,1.55,-0.0225,-0.356,0.245,0.34,-0.0907,-1.05
0,0.131,0.166,-0.451,-0.383,0.375,0.767,0.794,1.42,0.911,-1.29,0.188,-0.0147,-0.603,1.76,1.11,-0.723
0,0.176,0.0359,-0.0918,-0.076,-0.621,-0.233,-0.176,-1.24,-0.626,1.31,-0.914,0.0906,-0.176,-1.33,-0.855,0.374
0,-0.0164,0.117,0.504,0.418,0.662,-0.497,-0.49,NA,0.225,-0.242,0.0309,0.48,-0.337,-0.248,NA,0.274
0,0.15,0.177,0.199,0.167,0.533,-0.507,-0.454,-0.419,1.03,0.0224,0.927,0.0406,-0.0583,-0.359,-0.217,-0.243
0,0.228,0.215,0.337,0.291,0.834,-0.764,-0.723,1.46,0.335,-0.201,-1.12,0.223,-0.525,1.24,NA,NA
0,0.0326,0.206,0.792,0.68,0.126,-0.885,-0.954,0.102,1.83,-0.295,3.25,0.806,-0.82,NA,0.169,-0.885
0,-0.0909,-0.163,0.0215,0.0219,NA,0.701,0.735,-1.92,-0.509,0.192,-1.32,-0.216,-0.0735,-1.97,-3.95,6.39
0,0.031,0.105,-0.544,-0.465,NA,0.592,0.53,-0.058,0.752,-0.145,0.155,0.199,0.267,0.391,0.508,-0.0213
0,0.0048,0.0405,-0.314,-0.278,0.406,0.385,0.308,-0.583,-0.1,-0.583,0.0777,0.566,-1.28,-0.497,-0.193,0.042
0,0.0695,0.113,0.153,0.141,NA,-0.0169,-0.0214,NA,0.137,-0.176,-0.65,-0.262,-0.155,0.946,1.04,-0.628
0,0.0398,0.228,0.813,0.715,NA,-0.97,-1,1.16,0.35,-0.546,1.15,0.198,-0.629,1.22,0.597,-0.933
0,0.206,0.166,0.14,0.134,0.444,-0.642,-0.606,-0.657,0.0773,0.88,-0.00305,0.437,-0.651,-0.612,NA,-0.0252
0,-0.146,0.0288,-0.499,-0.431,0.488,0.616,0.816,0.137,0.952,-1.3,0.759,-0.496,0.111,0.738,NA,-0.815
0,0.212,0.0954,0.0873,0.083,-0.639,0.096,0.0866,-1.26,-0.389,0.716,-1.14,-0.0979,-0.0324,-1.37,-0.509,-0.658
0,0.212,0.199,-0.719,-0.602,0.934,0.399,0.426,-0.598,-0.429,1.13,-1.08,-0.129,-0.342,-0.668,-0.0337,0.00948
0,0.043,0.138,-0.85,-0.728,0.582,0.837,0.794,0.375,-0.364,0.24,-0.362,0.33,-0.194,0.407,0.0421,0.134
0,-0.0893,-0.511,0.146,0.129,-2.5,-0.0956,-0.0732,-0.197,-1.48,3.27,-1.28,0.323,-0.469,-0.45,-1.07,-0.965
0,-0.129,-0.0134,-0.184,-0.136,0.392,0.313,0.223,-0.558,0.0155,0.205,-0.623,0.21,-0.417,NA,-0.308,0.528
0,-0.0407,-0.0409,-0.433,-0.355,NA,0.742,0.656,0.456,-0.245,-0.281,-0.0353,1.27,-0.421,0.297,0.0765,0.0853
0,0.0212,0.19,-0.283,-0.237,0.579,0.117,-0.137,NA,1.41,-1.37,1.21,0.166,-0.59,0.324,0.506,-0.0967
0,-0.0274,0.0267,0.578,0.493,0.22,-0.498,-0.469,-0.915,-0.219,1.03,-0.83,-0.0689,-0.0967,-0.993,NA,0.496
0,0.084,0.145,0.287,0.254,0.809,-0.998,-0.96,-0.638,-0.145,-0.439,-0.725,-0.0687,-0.524,-0.686,-0.114,0.407
0,-0.18,-0.503,-0.147,-0.127,-3.44,-0.652,-0.593,NA,-1.88,1.52,-0.968,-0.754,0.675,-1.23,-1.27,-1.5
0,0.072,0.184,0.0772,0.0698,0.632,-0.774,-0.737,-0.37,-0.151,-0.929,-0.278,-0.0587,-0.588,NA,-0.119,0.0743
0,0.111,0.152,0.0582,0.0555,0.157,-0.93,-0.951,1.64,0.247,-0.203,0.0263,-0.111,-0.355,1.51,0.317,-0.036
0,0.209,-0.0649,-0.805,-0.662,-0.412,2.39,2.38,-1.11,-0.548,0.571,-0.915,-0.538,0.547,-1.21,-1.04,0.231
0,-0.0681,0.109,-0.263,-0.217,NA,0.272,0.225,0.55,-0.329,0.291,0.939,-1.58,0.63,0.53,NA,-0.125
0,0.0518,0.0782,-0.327,-0.291,0.411,0.762,1.05,-0.16,-0.0294,-0.638,1.17,0.0384,-0.0248,-0.19,0.057,NA
0,-0.106,-0.141,0.589,0.531,-0.354,-0.291,-0.283,2.81,-0.424,0.192,-0.78,-0.642,0.0489,2.21,0.135,0.322
0,0.105,0.243,0.546,0.475,0.339,-0.786,-0.839,0.69,1.48,-1.44,1.33,-0.0312,-0.655,0.86,0.173,-0.553
0,-0.0928,-0.234,0.48,0.421,-1.15,-0.685,-0.666,-0.437,-0.911,0.0254,-1.3,-0.305,0.499,NA,-1.4,1.36
0,-0.0141,-0.146,-0.882,-0.776,-0.675,0.759,0.772,1.1,-1.31,0.505,-1.17,-0.399,0.478,0.725,0.0641,0.718
0,-0.0621,-0.0794,-0.563,-0.447,-1.03,0.607,0.66,2.84,-1.7,0.118,-0.0248,-0.0115,-0.0408,2.44,0.113,NA
0,-0.142,-0.232,0.322,0.285,-0.354,-0.371,-0.389,1.67,-1.55,0.949,-1.12,1.6,-1.02,1.18,0.47,-0.303
0,0.13,0.25,0.132,0.114,NA,0.0493,-0.107,0.189,0.708,-0.569,1.71,-0.0312,-0.642,0.353,0.587,-0.215
0,-0.127,-0.0263,-0.725,-0.624,NA,1.71,1.76,0.787,0.185,-0.425,0.208,0.329,0.776,NA,NA,-0.404
0,-0.0757,0.106,0.349,0.305,-1.05,-1.19,-1.09,-1.92,-1.74,-0.152,-0.304,0.0657,0.327,-1.96,-1.62,-0.752
0,0.146,0.149,0.148,0.127,0.0682,-0.135,-0.106,-0.624,-0.674,-0.573,-1.07,0.195,-0.126,-0.714,NA,-0.143
0,0.133,0.146,0.7,0.608,NA,-0.998,-0.966,0.48,-0.407,0.327,-0.779,-0.116,-0.41,0.263,-0.232,-0.0955
0,0.0111,0.0712,-0.545,-0.449,NA,0.707,0.69,1.07,0.727,-1.02,1.8,0.0417,0.977,1.78,1.24,-0.885
0,-0.245,0.0335,-0.491,-0.403,0.682,1.04,0.863,0.807,0.188,0.523,-0.104,-0.332,-0.207,0.92,0.351,NA
0,0.0705,0.205,0.285,0.251,0.918,-0.588,-0.568,-0.467,-0.112,-0.681,-0.57,0.0514,-0.354,NA,-0.357,-0.0271
0,0.0875,-0.0232,-0.502,-0.445,NA,1.43,1.42,NA,-0.014,0.433,0.991,-0.508,0.232,-1.98,-1.86,NA
0,0.0351,0.0835,-0.544,-0.438,0.552,1.16,1.15,0.714,0.398,0.575,0.178,0.131,0.0193,0.873,NA,-0.367
0,0.0509,-0.0587,-0.893,-0.773,0.135,1.23,1.14,0.463,-0.28,-1.01,-0.758,-0.126,1.46,0.407,0.39,-0.342
0,0.142,0.192,-0.261,-0.221,0.748,0.197,0.218,0.851,0.0344,-0.706,-0.0432,-0.0233,-0.035,0.87,0.776,-0.319
0,-0.0372,0.182,-0.404,-0.394,0.359,0.475,0.531,0.789,0.896,0.000276,1.21,-1.1,0.41,1.09,NA,-0.337
0,0.0601,0.2,0.727,0.626,0.183,-1.26,-1.28,0.55,1.04,-0.458,1.92,0.0153,-0.589,0.745,0.241,-0.677
0,0.0957,0.138,0.557,0.477,1.03,-0.981,-0.944,-0.443,0.0604,-0.469,-0.359,-0.0712,-0.328,-0.381,NA,0.154
0,0.0806,-0.0382,-0.177,-0.0734,0.477,1.35,1.21,-1.17,-0.599,0.486,1.18,-0.824,-0.0973,-1.22,NA,-0.174
0,-0.0779,-0.398,-0.403,-0.345,-0.304,0.746,0.711,0.569,-0.53,-0.256,-0.64,0.32,-0.777,0.277,0.262,0.431
0,-0.0861,0.104,-0.254,-0.214,0.169,0.291,0.423,0.0238,0.188,-0.593,0.047,-0.588,0.433,0.117,0.357,-0.116
0,0.0607,0.11,0.304,0.281,NA,-0.263,-0.271,1.18,-0.261,1.22,-0.664,-0.679,0.0639,NA,0.198,-0.0525
0,0.126,0.127,-0.18,-0.115,0.424,0.182,0.0543,0.835,-0.257,0.0112,0.69,0.264,0.131,NA,0.915,NA
0,0.0597,0.122,0.241,0.211,0.573,-0.89,-0.87,-0.663,-0.265,-0.172,-0.933,-0.21,-0.151,-0.659,-0.754,0.299
0,-0.00689,0.00565,-0.133,-0.112,0.0748,0.207,0.207,-0.122,0.00518,0.185,-0.641,0.547,-0.111,-0.138,-0.215,0.461
0,0.142,0.188,0.0464,0.0484,0.691,-0.288,-0.289,0.675,0.0548,-0.549,-0.416,-0.246,-0.49,0.616,0.781,NA
0,0.0809,0.202,0.369,0.31,0.418,-0.97,-0.841,NA,0.572,-1.24,1.15,0.613,-0.342,-0.0895,0.199,-0.576
0,0.163,0.268,0.8,0.688,NA,-1.31,-1.41,-0.569,0.408,-1.08,0.537,0.0969,-0.648,-0.551,0.48,-0.419
0,0.0282,0.21,-0.567,-0.489,0.742,1.11,1.08,-0.23,0.399,-1.06,1.1,-0.319,-0.39,0.00655,NA,-0.0369
0,-0.0183,-0.166,0.448,0.39,-0.924,-0.989,-0.961,-0.133,-1.27,0.314,-1.34,0.131,-0.078,-0.369,-1.1,1.28
0,-0.183,0.19,0.262,0.247,0.151,-0.195,-0.318,0.164,1.9,-1.42,1.94,-0.116,-0.203,NA,0.373,0.109
0,-0.0072,0.195,-0.531,-0.437,0.455,0.631,0.611,NA,0.427,-0.789,0.00911,-0.117,-0.572,2.08,0.859,-0.427
0,-0.199,-0.605,0.4,0.328,-2.3,-0.497,-0.445,0.543,-1.21,1.29,-1.24,0.137,0.352,0.2,-1.08,-1.68
0,-0.131,0.00218,-0.924,-0.828,0.489,1.3,1.46,1.14,1.21,-1.05,0.0833,0.865,-0.14,1.29,2.08,-0.536
0,0.142,-0.342,0.801,0.688,-2.08,-1.47,-1.56,-0.707,-1.63,1.45,-0.474,-1.05,0.604,-0.886,-1.11,0.634
0,0.115,-0.149,0.766,0.648,-1.63,-0.784,-0.67,-0.871,-1.35,0.0236,-1.14,0.275,-0.795,-1.01,-1.03,0.734
0,0.0518,-0.00378,-0.0693,-0.0775,0.0843,0.138,0.143,-0.271,-0.0939,1.44,-0.322,-0.143,-1.01,-0.39,-0.438,0.859
0,0.0951,0.17,0.269,0.236,0.226,-0.707,-0.797,-0.524,1.56,0.541,2.71,-0.309,-0.0445,-0.609,NA,-0.184
